13,364,0.004255282933757242,0.003618070467472445,0.20388307909552866,0.004373069687546054,0.0033730695973138644,0.20000000298023224,3.2500000000000004e-05,0.0032500000000000003,nan,174.62112641334534
14,364,0.003989462712574955,0.003274622346417835,0.2116392187692307,0.0040913529906280435,0.0030910858790142628,0.20005341590959816,3.5e-05,0.0034999999999999996,nan,362.2905797958374
15,364,0.004167409661062225,0.003162660671827885,0.2780899372729626,0.004055328195608115,0.003055328137795382,0.20000000298023224,3.7500000000000003e-05,0.00375,nan,550.6479072570801
16,364,0.003908698663248548,0.003119024112283324,0.203753368130752,0.004043806308904026,0.003043806251091293,0.20000000298023224,4e-05,0.004,nan,739.141391992569
17,364,0.003972593696844242,0.003099491387339575,0.21164584659285599,0.004052966591442311,0.0030529665218406842,0.20000000298023224,4.25e-05,0.00425,nan,927.2665066719055
18,364,0.004022096309959275,0.003071757523754898,0.21712774836591311,0.00402879742080275,0.0030287973482539003,0.20000000298023224,4.5e-05,0.0045000000000000005,nan,1101.305590391159
19,364,0.004021034746144254,0.0030565333733677987,0.20850765091049803,0.0040308523899580855,0.003030852335092576,0.20000000298023224,4.75e-05,0.00475,nan,1289.078929424286
20,364,0.004017158444065109,0.003042089746136648,0.20000000298023224,0.004028390963337844,0.0030283909114195576,0.20000000298023224,5e-05,0.005,nan,1463.0766248703003
21,364,0.004029712351269324,0.0030297122881005794,0.20000000298023224,0.004031840982976593,0.0030318409045332973,0.20000000298023224,4.9996192378909786e-05,0.005,nan,1654.4821844100952
22,364,0.004027006293104572,0.0030236717823324826,0.20066689245484687,0.00402700348132396,0.0030270034235112273,0.20000000298023224,4.99847706754774e-05,0.005,nan,1828.5582835674286
23,364,0.004267080008963143,0.0030191055707541386,0.24959488458685822,0.004018633585140298,0.0030186335509053515,0.20000000298023224,4.996573836886435e-05,0.005,nan,2016.1321830749512
24,364,0.0040410163672896775,0.0030106077799675886,0.20608170920020932,0.004023982636347602,0.003023982554957082,0.20000000298023224,4.993910125649561e-05,0.005,nan,2203.736445903778
25,364,0.004048679430155432,0.0030107462457585874,0.20758662827231072,0.004024558087598674,0.0030245580062081543,0.20000000298023224,4.990486745229364e-05,0.005,nan,2377.777074575424
26,364,0.004006534066450383,0.0030039401000856863,0.20051878674344703,0.004019615157872815,0.003019615100060083,0.20000000298023224,4.9863047384206835e-05,0.005,nan,2551.761043548584
27,364,0.004059652936041027,0.003002369246422569,0.2114567303477408,0.0040146391485122185,0.003014639093646709,0.20000000298023224,4.9813653791033057e-05,0.005,nan,2725.7515749931335
28,364,0.004006055439566518,0.003000574544005628,0.20109617030555074,0.004019026915672459,0.003019026849018056,0.20000000298023224,4.975670171853926e-05,0.005,nan,2913.6723535060883
29,364,0.003993096841361046,0.0029930967810707023,0.20000000298023224,0.004007854923322986,0.0030078548655102524,0.20000000298023224,4.9692208514878444e-05,0.005,nan,3087.7374217510223
30,364,0.003993483136182876,0.0029923769617888176,0.20022122643806123,0.0040410954175116144,0.0030410953626461043,0.20000000298023224,4.962019382530521e-05,0.005,nan,3275.6089663505554
31,364,0.004012499289244291,0.0029927091976847744,0.20395801068989786,0.004004951525196622,0.0030049514585422186,0.20000000298023224,4.9540679586191605e-05,0.005,nan,3462.542722940445
32,364,0.003997240269909726,0.002986801461352465,0.20208775186604197,0.004009591179746616,0.0030095911278283293,0.20000000298023224,4.9453690018345144e-05,0.005,nan,3650.3203632831573
33,364,0.004008589369362568,0.0029855266863935636,0.2046125299491725,0.004013782001654559,0.0030137819408946023,0.20000000298023224,4.9359251619630886e-05,0.005,nan,3824.365553379059
34,364,0.003989304074311404,0.0029846418467938778,0.20093243499542332,0.004014444095377303,0.00301444403756457,0.20000000298023224,4.925739315689991e-05,0.005,nan,3998.414431333542
35,364,0.003995087438462568,0.002985800134470932,0.20185745253667728,0.0040112390784145914,0.0030112390058657412,0.20000000298023224,4.914814565722671e-05,0.005,nan,4172.459954023361
36,364,0.003982520699987168,0.0029787050913840244,0.2007631129370286,0.00400343243787183,0.0030034323653229805,0.20000000298023224,4.9031542398457974e-05,0.005,nan,4346.5110449790955
37,364,0.00398907230163996,0.002981242365881821,0.20156597956032543,0.004018026474816135,0.0030180264258450724,0.20000000298023224,4.890761889907589e-05,0.005,nan,4534.139779090881
38,364,0.003988946053061306,0.002978945212697119,0.2020001580099483,0.0040233817034035545,0.003023381657379715,0.20000000298023224,4.877641290737884e-05,0.005,nan,4708.204026222229
39,364,0.003985260942679636,0.0029788229711722215,0.20128758751101547,0.004017430475523955,0.003017430394133435,0.20000000298023224,4.8637964389982926e-05,0.005,nan,4882.294250011444
40,364,0.003987397388990068,0.0029796363567104463,0.2015521980330839,0.004034509463825181,0.0030345094119068943,0.20000000298023224,4.849231551964771e-05,0.005,nan,5056.39765048027
41,364,0.004015329373222622,0.0029790401957663043,0.20725782698654865,0.004018833495299273,0.0030188334345393167,0.20000000298023224,4.8339510662430046e-05,0.005,nan,5242.848740577698
42,364,0.003977431959835915,0.0029772815421213405,0.20003007499726264,0.004002554854967549,0.0030025547765242526,0.20000000298023224,4.817959636416969e-05,0.005,nan,5416.974433898926
43,364,0.003982858416997919,0.00297619720631801,0.20133223425556016,0.004006886506995446,0.0030068864373938194,0.20000000298023224,4.8012621336311016e-05,0.005,nan,5604.799111843109
44,364,0.003978033837923719,0.0029751176109209985,0.2005832362305987,0.004017647556206093,0.003017647492498914,0.20000000298023224,4.783863644106502e-05,0.005,nan,5778.895856142044
45,364,0.003996246724624883,0.0029725268192763265,0.20474397165925948,0.00400564071569073,0.003005640651983551,0.20000000298023224,4.765769467591625e-05,0.005,nan,5952.958530902863
